Course ID,University,Programme,Degree,Teaching language,Languages,Programme duration,Beginning,Tuition fees per semester in EUR,Description/content,Academic admission requirements,City,Duration_in_semesters,Contribution per semester,Total contribution,Master,Bachelor,PhD,Duration_in_semesters_extracted,admission_strictness
3693,Leibniz Universität Hannover,European Legal Informatics Study Programme (EULISP) European Legal Informatics Study Programme (EULISP),Master of Laws (LLM),english german,"First semester in Hannover: Courses are held in German or English. Second semester: Courses are held in English, French, German, Spanish, or Italian (depending on the partner university). Students can choose to write their Master's theses in either language.",2 semesters,Winter semester,0,"topics covered in the programme have included data protection law, competition law, european ip law, u.s. ip and it law, information science and computing, artificial intelligence and machine learning, blockchain and distributed ledger technology, international arbitration, it contracts, media law, private international law, and legal academic writing.",academic law degree or german first state law examination,Hannover,2,410,820,1,0,0,2,Lenient
3694,University of Göttingen,Wood Biology and Wood Technology (PhD) Wood Biology and Wood Technology (PhD),"PhD, Dr forest, Dr rer nat (doctoral studies with a focus on natural sciences)",english,Courses are usually held in English.,6 semesters,Only for doctoral programmes: any time,0,"the intensive, research-oriented phd programme is taught by internationally renowned scientists. this programme is open to highly qualified participants who have studied forestry, wood science, biology, biochemistry, microbiology, chemistry or a similar subject. germany has a long tradition in sustainable forestry (more than 300 years) and holds a leading position in woodworking machinery production. the phd programme is a joint effort of the following research institutions: department of wood biology and wood products (prof dr holger militz, prof dr carsten mai) department of wood technology and wood-based composites (prof kai zhang) department of forest botany and tree physiology (prof dr andrea polle) department of wood biotechnology and technical mycology (prof dr ursel kües) department of forest genetics and forest tree breeding (prof dr oliver gailing) the core of the programme is an independent doctoral research project in one of the participating research groups. at the end of the programme, students must submit either a monographic dissertation (in german or english, or in another language if approved by the supervisors) or a cumulative dissertation consisting of at least three publications (plus an introduction, a summary and a bibliography), provided that in at least two of the articles the doctoral candidate was the sole author or lead author, and provided that at least one article was accepted for publication in a peer-reviewed journal. students must attend some courses in addition to their scientific research. by taking these courses, they have to earn at least 24 credit points. 1. laboratory courses impart the necessary skills for laboratory work. they can be taken in the labs of their working groups, at another university, in industrial labs or even abroad. 2. every phd student has to give four presentations on wood science topics. students' presentations are evaluated by the other students according to a checklist in order to improve presentation techniques. 3. soft skills courses, such as participation in the management of the phd programme teaching and supervision of a master's thesis responsible management of a scientific project or acquisition of funding for a research project seminar in interdisciplinary research management presentation of research results at a scientific conference language courses: most students require some improvement in their knowledge of english, as it is the language of instruction communication and change management statistical and other data processing courses patent law scientific writing","applicants must hold an above-average msc, ""diplom"", or equivalent degree in a subject related to the fields of forestry or wood science, biology, or chemistry. applicants will be screened and must take a test (via internet for international applicants). the application should be made online using a form, which is available on the homepage of the programme.",Göttingen,6,380,2280,0,0,1,6,Moderate
3695,Justus Liebig University Giessen,International PhD Programme (IPP) Literary and Cultural Studies International PhD Programme Literary and Cultural Studies,Dr phil / PhD,german english,Courses are held in English (75%) and German (25%). Each participant can choose to write his or her dissertation in the language agreed upon with his or her supervisor.,6 semesters,Winter semester,0,"the international phd programme (ipp) ""literary and cultural studies"" at justus liebig university giessen offers a clearly structured and research-oriented, three-year doctoral programme focusing on four research areas: literary and cultural theory genre theory literary and cultural historiography comparative and interdisciplinary issues participating departments include english and american studies, german studies, romance studies, slavic studies, comparative literary studies and theatre studies. the ipp curriculum grants postgraduate students the opportunity to develop their academic profile in a wide range of courses designed specifically for (international) phd students in the fields of literary and cultural studies. core modules, seminars, workshops and master's classes with renowned scholars from all over the world acquaint postgraduate students with state-of-the-art concepts, theories, methodologies and approaches. at the same time, ipp members are encouraged to pursue independent research from an early stage in their academic careers onwards. international summer schools and conferences organised within the framework of an expansive international network with high-ranking universities from around the world integrate ipp members into national and international academic communities. the languages of instruction are german and english. ipp members benefit from the programme's close integration into academic structures at justus liebig university (jlu). the ipp and the graduate centre for the study of culture (gcsc) jointly organise parts of their programmes. additionally, ipp members are welcome to join junior research groups at the giessen graduate centre for the humanities (ggk) and to publish in the ggk/gcsc's online review journal kult_online. ipp members not only find support in developing an international academic profile, but may acquire additional academic and practical qualifications that pave their way to academic as well as non-academic job markets. the ggk/gcsc career service offers chances to strategically plan life after the dissertation even while pursuing your degree and to facilitate the transition from postgraduate studies into the professional world. the gcsc teaching centre assists phd students in acquiring valuable didactic skills, which are relevant in academic teaching as well as in many non-academic professions, and supports phd candidates in elaborating their own teaching portfolios. multi-track supervision and mentoring structures encompass professorial supervisors, postdoctoral mentors and peer-group coaching. our international participants benefit from tutorials and language courses especially designed to pave their way to involvement in the german academic community. social and cultural activities, such as excursions or theatre visits, complete our programme and facilitate strong bonds with peers.","students wishing to apply to the ipp ""literary and cultural studies"" must hold a university degree in literary studies (e.g. german studies, english/american studies, romance studies, slavic studies, comparative literary studies, theatre studies) with a gpa (average/final grade) well above average. applicants should either hold a ""diplom"", ""magister"", ""erstes staatsexamen"" or master's degree if obtained in germany or a university degree equivalent to the german master of arts with thesis if obtained abroad. furthermore, sound knowledge in either english or german is required.",Gießen,6,295,1770,0,0,1,6,Lenient
3696,RWTH Aachen University,Software Systems Engineering Software Systems Engineering,Master of Science in Computer Science,english,Additional courses in German are optionally available.,4 semesters,Winter semester,0,"this programme focuses on the design and implementation of complex software systems, including their embedding in technical and socio-technical systems. the programme is designed to take full advantage of the scope and environment offered at rwth aachen university as one of the leading universities of technology in europe. students will gain knowledge of theoretical, practical, and applied aspects of computer science, which will allow them to adapt quickly to the constant changes in this fast-paced field. in addition, students will gain the ability to understand the necessary depth and interdisciplinary skills by taking courses in several areas. the programme features the areas of theoretical computer science, communication, data and information management, applied computer science, and software engineering. students will take a seminar and a lab course, and they will conclude their studies by writing a master's thesis.","first degree (bachelor of sciences or engineering) in computer science, computer engineering, informatics, or any other closely related discipline, awarded by an internationally recognised university-level institution candidates should have performed above average in their undergraduate studies. candidates should have a substantial background in computer science and mathematics. typically, this would include courses in the following areas: calculus, linear algebra, discrete mathematics and (mathematical) logic, probability theory, fundamentals of computer programming, computer architecture, data structures, analysis of algorithms, programming languages, computability and complexity theory. in addition, applicants should have taken at least two advanced undergraduate courses on specialised topics such as distributed systems, information systems, operating systems, or compilers. the graduate record examination (gre) is mandatory.",Aachen,4,250,1000,1,0,0,4,Moderate
3697,FH Aachen University of Applied Sciences,Master of Science in Mechatronics Master of Science in Mechatronics,Master's degree in Mechatronics,german english,All compulsory modules and most of the elective modules are taught in English. Only some elective modules are given in German. Students can choose to write the Master's thesis in either language.,4 semesters,Winter semester,0,"students acquire widely ranged interdisciplinary knowledge and understanding of the fundamentals and applications of mechatronics. our instruction methods include problem-based approaches and integrated team work. our modern, well-equipped labs play a major role in ensuring that students are later able to apply their knowledge to problems arising within the fields of their chosen careers. advanced students plan projects together, work towards a common goal and then present the results in a written report as well as to the class. compulsory modules: fundamentals of mechanical /electrical engineering mems / microtechnology analogue and digital control technology sensors & actuators advanced mathematics system engineering autonomous mobile robotic systems mechatronics system simulation advanced motion control mechatronic project the selection of electives includes the following modules: advanced system control fem simulation advanced fabrication technology, micromechatronic systems automobile mechatronic systems applied computational fluid dynamics actuator systems advanced cad-methods mathematical optimisation industrial communication vehicle acoustics design of electronic powertrain management systems rapid control prototyping 3d image processing automation of technical systems software quality management computer supported controller design optical communications engineering","bachelor's degree in mechanical engineering, electrical engineering, mechatronics, physics or related fields with high academic standing, or an equivalent university degree gre general test",Aachen,4,340,1360,1,0,0,4,Moderate
3698,RWTH Aachen University,Communications Engineering – Master's Study Programme Communications Engineering – Master's Study Programme,"Master of Science in Electrical Engineering, Information Technology, and Computer Engineering",english,"The degree programme is taught in English. If modules are taught in a different language, this is indicated in the corresponding module catalogue. Examinations are to be taken in English (or in agreement with the examiner in another language).",4 semesters,Winter and summer semester,0,"the communications engineering (comm) major offers a broad range of topics covering the field of communication and information technology at different levels of abstraction. the system concept stands at the most abstract level: the parts and systems that are required for a specific communication task. for this, the necessary mathematical foundation will be laid. the architecture of the systems used, like transmitters, receivers or signal processors, will be covered in depth. the components of these will be discussed: digital signal processing including the vlsi implementation, analogue components like mixers, amplifiers and filters as well as antennas are all part of the master's programme. naturally, since the entire field of communications engineering is too vast to cover in two semesters worth of lectures, only the general ideas and principles will be taught in the mandatory “core” courses, while the students can choose from a broad catalogue of “elective” subjects, effectively deciding the field they want to focus on. core subjects are: ●  estimation and detection theory ●  mobile radio networks 1 ●  principles and design of communication systems and networks ●  rf systems the major comm covers the whole range of communication: wireless communication, electromagnetic waves, optical communication and special forms such as radar or satellite navigation as well. since the programme covers ideas and concepts behind communication and information engineering rather than only one type of communication technology, students will be able to apply these to any current or future communication system. they will be able to develop complex systems via a hardware/software co-design methodology. furthermore, they will have all of the necessary skills to perform the modelling, analysis, synthesis, and optimisation of such systems. this ensures optimal job security in the future. on top of that, the institutes of the rwth offer numerous research assistant positions. many students enrolled in the master's programme take the opportunity to gain hands-on experience and first-hand insight into current research projects conducted at the rwth. in brief – what to expect of comm – everything about rf communication, ranging from audio up to mm-wave frequencies and beyond: ●  mathematical fundamentals: modulation, detection (reconstruction), wave propagation ●  communication mediums: electromagnetic, optical ●  system level design: selection of required blocks and functions ●  receiver and transmitter design ●  digital circuit design: algorithm, dsp and vlsi design ●  analogue circuit design: power management, amplifiers, mixers, filters ●  signal processing basics: speech, video, data streams ●  others: radar, satellite navigation ●  many student assistant job opportunities important notice: students interested in the communications engineering major have to apply for the master's programme in electrical engineering, information technology and computer engineering. once accepted and enrolled, they can choose any of the six majors.","1. in order to apply to the rwth master's programme in electrical engineering, information technology, and computer engineering with a specialisation in communications engineering, applicants should have completed their basic studies (bachelor of science or engineering or an equivalent academic degree) at an internationally recognised university. the basic study should fulfil both the subject requirements listed below and those listed in detail on the homepage of the faculty of electrical engineering and information technology ( https://bit.ly/2faayk7 ). at least 28 ects credits for advanced mathematics at least 10 ects credits for physics and physical principles of electronic devices at least 34 ects credits for fundamentals of electrical engineering including circuit technology at least 12 ects credits for informatics (computer science) and programming at least 8 ects credits for fundamentals of control and mathematical systems theory at least 8 ects credits for advanced electromagnetic field theory or theoretical information theory at least 20 ects credits for application-oriented courses 2. in addition, at the time of application, all applicants are obliged to prove that they have taken the graduate record examination (gre) general test and received the following scores: above 75% of all test takers in the subject area quantitative reasoning and above 15% of all test takers in the subject area verbal reasoning as indicated in the official gre test report. applicants who are citizens of a member state of the european union or the european economic area (eea) as well as those with prior educational qualifications from germany (so-called “bildungsinländer”) are exempt from this rule. 3. conditional admissions are possible. in this case, additional study requirements have to be fulfilled. conditional admissions are only possible as long as the additional requirements to be fulfilled do not exceed 30 credit points. 4. admission to this master's programme requires proof of adequate knowledge of the english language (see below).",Aachen,4,292,1168,1,0,0,4,Lenient
3699,RWTH Aachen University,Electrical Power Engineering – Master's Study Programme Electrical Power Engineering – Master's Study Programme,"Master of Science in Electrical Engineering, Information Technology, and Computer Engineering",english,"The degree programme is taught in English. If modules are taught in a different language, this is indicated in the corresponding module catalogue. Examinations are to be taken in English (or in agreement with the examiner in another language).",4 semesters,Winter and summer semester,0,"electrical power engineering is in many respects a typical systems science. students will understand systems by combining their in-depth knowledge in selected domains of electrical power engineering with their knowledge of other disciplines. they will be able to apply theoretical concepts of system identification, modelling, and optimisation. graduates with a master's degree in electrical engineering, information technology, and computer engineering with a specialisation in electrical power engineering will be able to analyse problems related to electrical power and to communicate these problems to others in scientific formulation. using knowledge acquired in lectures as well as experience gathered by completing exercises, graduates will develop models for power systems and their components in order to solve technical/scientific questions. they will understand the responsibility that they have as well as the importance of an electricity supply that is safe, reliable, economical, and environmentally friendly. using concepts acquired during their studies, graduates will create solutions that address the challenges in the areas of electrical appliances, electrical drive trains, electricity grids, electro mobility, power systems engineering & economics and renewable energies. they will understand which steps are required to realise a theoretical solution. graduates will have gathered experience managing projects in a multicultural team and will be able to apply their knowledge throughout their future careers. graduates will be able to communicate both in writing and verbally using current technical language and terminology while speaking, writing, and understanding english. core subjects include: high-voltage engineering, battery storage systems, power electronics, electrical machines, electrical drives, power systems, and power economics. important notice: students interested in the electrical power engineering major have to apply for the master's degree programme in electrical engineering, information technology and computer engineering. once accepted and enrolled, they can choose any of the six majors.","1. in order to apply to the rwth master's programme electrical engineering, information technology, and computer engineering with a specialisation in electrical power engineering, applicants should have completed their basic studies (bachelor of science or engineering or an equivalent academic degree) at an internationally recognised university. the basic study should fulfil both the subject requirements listed below and those listed in detail on the homepage of the faculty of electrical engineering and information technology ( https://bit.ly/2faayk7 ). at least 28 ects credits for advanced mathematics at least 10 ects credits for physics and physical principles of electronic devices at least 34 ects credits for fundamentals of electrical engineering, including circuit technology at least 12 ects credits for informatics (computer science) and programming at least 8 ects credits for fundamentals of control and mathematical systems theory at least 8 ects credits for advanced electromagnetic field theory or theoretical information theory at least 20 ects credits for application-oriented courses 2. in addition, at the time of application, all applicants are obliged to prove that they have taken the graduate record examination (gre) general test and received the following scores: above 75% of all test takers in the subject area quantitative reasoning and above 15% of all test takers in the subject area verbal reasoning as indicated in the official gre test report. applicants who are citizens of a member state of the european union or the european economic area (eea) as well as those with prior educational qualifications from germany (so-called “bildungsinländer”) are exempt from this rule. 3. conditional admissions are possible. in this case, additional study requirements have to be fulfilled. conditional admissions are only possible as long as the additional requirements to be fulfilled do not exceed 30 credit points. 4. admission to this master's course requires proof of an adequate knowledge of the english language (see below).",Aachen,4,292,1168,1,0,0,4,Lenient
3701,Aalen University,Master of Science in Polymer Technology Master of Science in Polymer Technology,Master of Science in Polymer Technology,english,All courses are taught in English. A German language course is part of the syllabus.,3 semesters,Winter and summer semester,1500,"the goal of the english-taught master's course (msc) in polymer technology is to provide a technology-based polymer engineering education. find your springboard into a future-oriented field of global importance. which other engineering material has such rich innovative properties? to be well prepared for a future in plastics technology you need a good basic knowledge of: polymer physics and rheology polymer materials polymer design and mould design polymer processing polymer testing computer aided engineering and simulation as a graduate with a master of science in polymer technology from aalen university, you will be an expert in polymer engineering and in demand as a member of staff in industry or scientific research (phd).","first degree (bachelor) in engineering (manufacturing, materials, mechanical, plastics, processing, production), material science, chemistry or chemical engineering with a german entrance mark of minimum 2.5 and better. a tool for conversion of the cgpa of your bachelor's degree into the german marking system is to be found here: https://www.hs-aalen.de/uploads/mediapool/media/file/13301/conversion.xlsx",Aalen,3,149,4947,1,0,0,3,Moderate
3702,University of Bayreuth,Master of Arts in Intercultural Anglophone Studies Master of Arts in Intercultural Anglophone Studies,Master of Arts,english,Courses are held exclusively in English.,4 semesters,Winter and summer semester,0,"maias is an innovative postgraduate ma programme for research in american, british, and anglophone studies, offered at the precise geographical centre of europe. directed toward advanced scholarly competence, the programme focuses on the theoretically and methodologically informed study of the literatures and cultures of the english-speaking world as well as the exploration of linguistic phenomena of english in its varieties. the programme addresses a wide range of forms of cultural expression such as literature, film, theatre, music, and other forms of popular culture. it focuses on core issues and concepts such as interculturality, transculturation, globalism, transnationalism, postcolonialism, diaspora, and cosmopolitanism. moreover, students will be introduced to the scope, interconnections, and possible future specialisations in the fields of american, british, and/or other anglophone literary and cultural studies and in the field of english linguistics. the range of seminars offered will help students develop thesis topics, beginning the process that will lead each student to the completion of an independent and comprehensive thesis.",bachelor of arts in english / american studies or related disciplines (with clearly above-average success),Bayreuth,4,107,428,1,0,0,4,Moderate
3703,Humboldt-Universität zu Berlin,MA British Studies MA British Studies,MA British Studies,english,Teaching language in English. Basic German is helpful for living here in Berlin.,4 semesters,Winter semester,0,"the centre for british studies offers an ma british studies. we offer a unique learning experience due to a cohort of international students with different first degrees, the interdisciplinary study programme which combines theory and practice, and the personalised tutorials aimed to foster early-stage independent research. the programme consists of teaching units (lectures, seminars, theme-oriented project work, etc.) covering the following topics: the history of the united kingdom the uk's legal systems and their development literatures and cultures in the uk the uk's economic and social history since the industrial revolution the uk's present social stratification the development of britain's political system cultural studies - theories and methods the centre involves professionals active in british and german companies and financial institutions, television, law firms and the arts in its master's programme, so that students are not only taught by university teachers, but are also in contact with people who run businesses, theatres, museums and other public service institutions. the master's phase is completed by a three-month work placement and a six-month thesis.","applicants must hold a university degree at the time of formal enrolment (september of the enrolment year). this first degree can be in any subject. with around 130 applications for 32 places, admission is highly competitive. the diversity in standards of university teaching and grading throughout the world makes it impossible to impose any formal requirements on the minimum grade to be obtained. as a rule of thumb, though, successful applicants with a bachelor's (e.g. ba, llb, bsc) or similar degree tend to have graduated within the top 10-15%, successful applicants with a master's (e.g. ma, llm, msc) or similar degree within the top 15-20% of their class. we will, however, consider the individual circumstances of each case.",Berlin,4,320,1280,1,0,0,4,Strict
3704,Technische Universität Berlin,Global Production Engineering (GPE) Global Production Engineering (GPE),MSc in Global Production Engineering,english,"The course ""German for Engineers"" is offered upon request throughout the three semesters of study. Based on your individual level, a technical knowledge of German is imparted.",4 semesters,Winter semester,3875,"global production engineering (gpe) is a full-time, four-semester course of study offered at the technische universität berlin, germany. the highly flexible curriculum is designed for outstanding international graduate students seeking to improve their personal competence portfolios in the fields of production, engineering, management, and intercultural communication. the strong international orientation of the programme can be seen in the fact that more than 90% of our gpe students come from countries outside europe. the gpe master's programme courses are held exclusively in english. founded in 1998, gpe is a master's programme aimed specifically at students with a bachelor's degree and at least one year of professional experience. the programme is designed to train manufacturing engineers in state-of-the-art production technologies and management methods of global companies. the planning and design of flexible, adaptable factories is a major educational focus. production planning and control, process-oriented factory layout through simulation and virtual design are all part of the mix. designing global supply chains, factory management and project management are key skills required to ensure economic viability and sustainability of manufacturing companies striving to obtain a competitive edge in a constantly changing global context. the gpe programme promotes technical competencies in production engineering disciplines, global value creation, development of manufacturing processes and tools, factory planning, production control, logistics, and global supply chain management as well as sustainability. particularly relevant for the programme is also an adequate knowledge conveyance of it tools for planning and designing products and processes. the curriculum includes courses on how to work in the field of industry 4.0. courses in computer-aided design (cad) software such as nx are offered as well. simulation tools for designing strategies in production planning and control, e.g. tecnomatix plant simulation are taught. within the gpe new energy technologies orientation, students are offered the opportunity to get insight into specific renewable energy technologies such as solar electricity (photovoltaic) or wind. we are addressing the renewable energy generation as one of the main activities besides the manufacturing in our courses. relevant aspects from the production of renewable energies components are addressed, including management, financing, law, and marketing aspects. the innovative gpe project-oriented education model, the programme's world-class laboratories (e.g. maker space, 3d printers for rapid prototyping, mobile solar lab, mobile pv e-bike charging station, factory simulation lab, and more), and its close ties with global key players in the manufacturing and energy fields prepare students to take on managerial and responsible positions within the industry right after their graduation, be it in their home countries or abroad. the last twenty years have seen the formation of a global network of alumni. gpe graduates today are employed as consultants or specialists in the manufacturing industry, e.g., for automotive, electric, electronics, aircraft, and food processing. gpe graduates also shape their professional careers in non-profit organisations and governmental institutions as well as in research and development.",requirements for successful application to the gpe study programme include the following: bachelor of engineering degree or equivalent excellent grades english proficiency at least one year of professional experience german knowledge is advantageous,Berlin,4,320,16780,1,0,0,4,Lenient
3705,HTW Berlin,Master in International Business (MIB) Master in International Business (MIB),Master of Arts,english,Courses are held in English.,3 semesters,Summer semester,0,"htw berlin, the largest university of applied sciences in berlin, offers an 18-month full-time master's degree in international business (mib). the mib, which is taught entirely in english, prepares its students for a career in a fast-changing multinational environment. the programme provides a critical understanding of contemporary concepts in business and economics. supplementing this theoretical approach is a clear focus on the practical issues of international management. the programme has the following goals: to prepare students for a range of challenging positions in various areas of international management or research. all training has been developed with a focus on the demands of globalisation and european integration. in addition to courses related to international business, the programme includes a number of supplementary modules. students also receive training in problem-solving methodologies that are required in an international context. to promote an understanding of different cultures and to refine skills needed for successful international communication","the international business master's programme follows consecutively from the international business bachelor's programme. successful applicants for the master's programme must: a) have successfully completed a first academic degree programme with 210 credits as a rule and b) have completed either an international business bachelor's degree or a master's, bachelor's or german ""diplom"" degree in a related subject whose content is comparable with completion of three of the four following modules from the international business bachelor's programme: corporate/business finance financial accounting business mathematics/statistics economics c) provide evidence of ""advanced knowledge of english"". evidence of language proficiency is not required of applicants whose mother tongue is english. in the case of applicants who can prove that they have studied a programme conducted in english at a foreign university for at least one year, the selection committee can likewise waive the requirement for evidence of language proficiency. the selection committee will determine comparability for points b) and c). for b), the following applies: an applicant from a comparable programme as defined above is considered to have fulfilled these eligibility requirements if for at least 140 credits conformity with the modules of htw berlin's international business bachelor's programme is guaranteed.",Berlin,3,0,0,1,0,0,3,Strict
3706,Freie Universität Berlin,Master of Science in Chemistry Master of Science in Chemistry,Master of Science,english,"Most of the courses are held in English. There are a few elective courses offered only in German. Thus, the programme can be completed without knowledge of German. Participants can choose to write the Master's thesis in either German or English.",4 semesters,Winter and summer semester,0,"students will expand and deepen their knowledge in the three topic areas: inorganic chemistry, organic chemistry, and physical chemistry. they will strengthen their specialised knowledge in a topic area in chemistry of their own choice or gain cross-cutting qualifications by taking non-chemistry modules. they will become familiar with the terminologies and special aspects of chemistry, its strengths and limitations and will be able to apply their knowledge to new issues and situations, even in an interdisciplinary context. they will gain knowledge and practical skills relating to the current state of research in selected fields. they will be able to analyse chemical issues and assess them critically, to develop independent solution strategies and to estimate their impacts in a wider context. the master's programme focuses on the current state of research on concepts and experimental and theoretical methods by which the structure and behaviour of atoms, molecules, and solids can be examined, described and predicted, complex molecules can be synthesised and associations of molecules analysed. the programme includes both theoretical and instrumental methods of analytical proof and explanation of structures as well as the theoretical background necessary to understand and apply them. research projects give students the opportunity to apply the latest research methods and concepts to current research topics being examined in working groups. the programme's elective modules provide the opportunity to link chemistry with other disciplines, such as mathematics, physics, biology, medicine, or materials sciences.","academic admission requirements include a bachelor's degree in chemistry or an equivalent degree with credits in chemistry that correspond to the bachelor's programme in chemistry at freie universität berlin. please note that degrees in ""applied chemistry"", ""chemical engineering"" and other subjects, such as pharmacy or biochemistry, are generally not equivalent.",Berlin,4,311,1244,1,0,0,4,Moderate
3707,University of Göttingen,"Erasmus Mundus Master of Euroculture: Society, Politics and Culture in a Global Context - Master's Programme of Excellence Erasmus Mundus Master of Euroculture (MA)",Master of Arts in Euroculture,english,Courses are held in English only.,4 semesters,Winter semester,1,"euroculture: society, politics and culture in a global context is a transdisciplinary, international and inter-university erasmus mundus master's course, and a programme of excellence supported by the eu. euroculture as a concept highlights the many different expressions and manifestations of europe from both inside and outside. in light of the ongoing transformation of europe and the enlargement and integration of the eu in a global context, a growing impact and awareness of cultural dispositions, conflicts and exchanges can be observed. the undeniable relevance of values, identity concepts or perceptions calls for sensitive and well-informed professionals in this field. the programme aims to prepare graduates from europe and non-eu countries for professions and research areas in which knowledge of present-day europe and european union institutions is of relevance. since its foundation in 1999, the focus of the programme has been on cultural and social developments in europe as well as on norms, values and identity-building processes. three faculties at the university of göttingen as well as eleven partner universities in europe and the wider world participate in the integrated euroculture programme. through the mobility between the partner universities, students gain experience with different languages, perspectives and cultural practices. in addition to a comprehensive knowledge of european matters, students master specific practical competences, such as project management, intercultural communication, as well as preparation of research and of professional project proposals.","candidates must have completed a first-cycle degree (academic ba/bsc degree) with a good grade in a discipline of relevance to euroculture, e.g., in the arts, humanities or social sciences, such as european studies, history, theology, linguistics, philology, literature, philosophy, international relations, political science, law, economics, cultural studies, anthropology, psychology or sociology, or in another study course relevant to the euroculture programme. (please contact us if you are interested in studying euroculture but are not sure whether your educational background is relevant.) the following criteria will be taken into consideration: academic excellence: overall mark and quality of first degree academic potential, based on the time spent on obtaining the first degree and the manner of conducting studies motivation to study the euroculture programme (including the applicant's expectations) language abilities work experience in related fields experience of having worked or studied abroad personal competencies and extracurricular activities relevant for successful participation in the euroculture programme, such as the ability to work and learn in an interdisciplinary environment, to carry a heavy workload and to participate in group work academic and, if possible, professional references for details, please refer to http://www.uni-goettingen.de/de/31861.html",Göttingen,4,0,4,1,0,0,4,Moderate
3708,University of Bonn,Bonn-Cologne Graduate School of Physics and Astronomy: PhD in Astrophysics (Bonn) Bonn-Cologne Graduate School: PhD in Astrophysics (Bonn),Dr rer nat (PhD equivalent) in Astrophysics,english,The entire programme is taught in English.,6 semesters,Only for doctoral programmes: any time,0,"the bonn-cologne graduate school of physics and astronomy is a joint programme of graduate studies between the universities of bonn and cologne that has been funded through the excellence initiative from 2007 to 2019. the phd programme involves three years of research-oriented thesis work, leading to a doctoral degree in astrophysics/astronomy. scientific interests are centred on activities in optical, radio, and x-ray astronomy, stellar evolution and dynamics, gravitational lensing, cosmology, pulsar studies.","academic admission requirements include a german ""diplom"" or master of science in physics/astronomy with thesis. depending on the academic qualification, a qualifying period of up to one year may be required.",Bonn,6,290,1740,0,0,1,6,Moderate
3709,Bremen University of Applied Sciences,Master's in European Studies Master's in European Studies,Master's in European Studies (MA),english,All courses are taught in English. We fund one German language course in the first and second semester.,2 semesters,Winter semester,4400,"get an interdisciplinary education and training experience and become a leader or manager for european affairs in public and private sectors - in and outside the eu. the main objective of the programme is to convey sound and specialist knowledge of european public and private management. the course consists of seven modules (plus thesis and an elective internship) providing students with an interdisciplinary approach to key factors of european integration. the main topics to be covered are: the institutional system of the eu, eu economic integration and business in the eu, management systems in the eu and the management of european funds, european business law, policy-making in the eu as well as the eu in an international dimension. the modules are divided between lectures and seminars. lectures provide a thorough grounding in the essentials of european business and management, policies and law. in the seminars, students will develop specialist knowledge on a variety of topics including ""theories of integration"", ""competition policy in the eu"", ""the crisis of the eu"", ""neighbourhood policy of the eu"", ""international teamwork"" or ""doing business in the eu"", ""marketing in the eu"", etc.","applicants must hold a german or international degree (qualified bachelor's degree) in public policy or management, economics or business, political science or law or a comparable degree with at least the german mark good (2) or ects mark b. fluency in english is required. applications must include: a registration form (available on http://www.graduatecenter.de ), a curriculum vitae, a photograph, proof of university degree, a letter of recommendation from an employer/university teacher, an essay outlining the candidate's interest in the programme and career goals, address and telephone number (e-mail address, if available) to which all correspondence should be sent.",Bremen,2,382,9564,1,0,0,2,Moderate
3710,University of Bremen,"International Studies in Aquatic Tropical Ecology, ISATEC (Study Profile in the Marine Biology MSc Programme) International Studies in Aquatic Tropical Ecology",Master of Science (MSc) in International Studies in Aquatic Tropical Ecology,english,The programme is completely taught in English.,4 semesters,Winter semester,0,"isatec is a study profile in the international postgraduate marine biology msc study programme at the university of bremen. isatec focusses on tropical aquatic ecology and is conducted in collaboration with the leibniz centre for tropical marine research (zmt) and the alfred wegener institute for polar and marine research (awi). the study profile aims at the joint education and specialisation of german and foreign postgraduate students in the field of tropical aquatic ecology. students gain broad knowledge in theoretical and applied ecology, with an emphasis on concepts and methodologies for the sustainable utilisation and conservation of tropical aquatic ecosystems. thus, general ecology as well as fisheries biology, aquaculture sciences, ecological economics and social sciences relevant to coastal planning and management are crucial parts of the study programme. to meet the worldwide challenges of effectively assessing and managing resource use conflicts in coastal environments, highly qualified personnel is urgently needed. the master of science course in tropical aquatic ecology has been developed at the university of bremen and the leibniz centre for tropical marine research in order to meet these challenges by providing young scientists with the necessary knowledge and skills.","applicants wishing to participate in the isatec programme must have completed their undergraduate studies and hold a bachelor of science (bsc) degree in biological or environmental sciences with an overall grade of at least 2.5 according to the german grading scheme. applications may already be submitted before the previous study degree (i.e. usually bsc) has been finished, when at least 135 ects have been fulfilled. in those cases, admission can be granted on the condition that the previous degree will be successfully finished by 30 september. furthermore, applicants are expected to state their motives for participation in a letter of motivation to be submitted with the application. fluency in english according to level c1 is required and must be demonstrated, for instance, by a toefl or ielts test.",Bremen,4,385,1540,1,0,0,4,Moderate
